Model,Accuracy,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Macro,Recall_Macro,F1_Macro
IsolationForest,0.8047974585250318,0.7759921851571109,0.8047974585250318,0.7823214747179776,0.6753163491132261,0.6089072813536727,0.6252121543666598
