model_id,binary_label_id,precision_score,recall_score,f1_score,support
2,2,0.5146799242117537,0.2850659251950848,0.3669108351949019,111490.0
2,1,0.8417204471891817,0.9339673152642608,0.8854477717164817,453851.0
