Model,Accuracy,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Macro,Recall_Macro,F1_Macro
XGBoost,0.9999557789015833,0.999956249343615,0.9999557789015833,0.9999559395495946,0.9822952133859031,0.9886572387153995,0.9852355333185712
