Model,Accuracy,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Macro,Recall_Macro,F1_Macro
Rule-Based Signature Engine,0.3718799804012092,0.6988217023902549,0.3718799804012092,0.484894789746601,0.14927697449560257,0.11282428603302436,0.11400168169570012
